position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
115,Ódiame,Rafael Otero,Grandes Tríos del Bolero,3:12,192,aY57yFNEGzY,INDIFFERENT,False
116,Como un Duende,Los Dandy's,Nuestros Primeros Exitos,2:59,179,2j8Qw0t_OfY,INDIFFERENT,False
117,Preludio,Luiz Bonfa,Amor! Fabulous Guitar Of Luiz Bonfa,1:43,103,gubJ2MoAoNQ,INDIFFERENT,False
118,Ay Mi Vida,Hernando Avilés,Los Panchos en la Voz de Hernando Avilés,2:42,162,B-pAk1SoJRw,INDIFFERENT,False
119,Mira Que Eres Linda,Trío Fantasía,Bolerísimo,3:03,183,IpJLPs4xoZE,INDIFFERENT,False
120,Quiero Hablar Contigo,Trío los Duendes,Cancionero,2:49,169,-3ohpNuWYDw,INDIFFERENT,False
121,Solamente una vez,Agustín Lara,Presentando a Agustín Lara,2:44,164,hdZKrg7e2X4,INDIFFERENT,False
122,Yo También Tuve 20 Años,Garzón Y Collazos,20 Éxitos Con,2:31,151,7E6yDCV1k5M,INDIFFERENT,False
123,Soledad y el Mar (feat. Los Macorinos),Natalia Lafourcade,"Musas (Un Homenaje al Folclore Latinoamericano en Manos de Los Macorinos, Vol. 1)",3:35,215,AqbjY02-ya0,INDIFFERENT,False
124,Noche No Te Vayas,Trío las Sombras,Romanticamente Trios Vol. 9,2:29,149,DYwS4fks1Tk,INDIFFERENT,False
125,Me Faltabas Tú,José Antonio Méndez,"Usted, El Amor y ...",3:09,189,KnwxoFltn8A,INDIFFERENT,False
126,Óyelo Bien,Los Astros,RCA 100 Anos De Musica - Segunda Parte (40 Diferentes Grandes Trios - Unica E Inigualable Coleccion),3:02,182,9tVg0hXgQsA,INDIFFERENT,False
127,Besame Mucho,Lisa Ono,Romance Latino Vol.3 -Cuba Caliente Y Su Ritmo Sabroso-,3:20,200,7ejA6VDP4Ps,INDIFFERENT,False
128,Sabor a Mí,Javier Solís,Enamorado De Ti,3:05,185,J8gpp5UIvw4,INDIFFERENT,False
129,Esperanza,Ibarra y Medina,"Clasicas de la Cancion Popular, Vol. 4",2:57,177,5m1pIs_IAaE,INDIFFERENT,False
130,Cuando Estoy Contigo,Moncho,Boleros,3:02,182,l-PKo7CI_hk,INDIFFERENT,False
131,Poquita Fé,Cuarteto Almanaque,La Época de Oro de los Tríos,2:54,174,M-SPGqeJrcc,INDIFFERENT,False
132,Oye Mi Canción,Los Santos,Los Santos,2:36,156,tkuZL2ydvIo,INDIFFERENT,False
133,Locura Mía (feat. Elena Sorlí),Jacaranda,Jacaranda Con las Damas del Bolero,3:46,226,dC6CbFQvhmk,INDIFFERENT,False
134,Cariñito Azucarado,Virginia López,Los Grandes Éxitos de Virginia López,2:29,149,XNUMEAoRf90,INDIFFERENT,False
135,La Gloria Eres Tú,"Germán Valdés ""Tin Tan""",Canciones de Sus Películas,2:52,172,2Hdhf1CISUc,INDIFFERENT,False
136,Engañada (Vals Peruano),Los 3 Reyes,Los 3 Diamantes vs. Los 3 Reyes,3:05,185,u7ajLNWN7Tw,INDIFFERENT,False
