position,title,artists,album,duration,duration_seconds,videoId,likeStatus,inLibrary
40,Sad Songs and Waltzes,Willie Nelson,Shotgun Willie,3:06,186,lr9vRsoKXbE,INDIFFERENT,False
41,Root Man Blues,Walter Davis,Walter Davis Vol. 1  1933-1935,3:14,194,OCpK1vBUHjs,INDIFFERENT,False
42,Honey Babe Blues,Doc & Merle Watson,Sittin' Here Pickin' the Blues,3:27,207,JP-U8hrQTwc,INDIFFERENT,False
43,Gospel Plow,Chance McCoy and The Appalachian String Band,Debut,4:38,278,KLPuLU2bH3s,LIKE,False
44,Devil Got My Woman,Skip James,Presenting Skip James,3:00,180,05ypnm_Wcls,INDIFFERENT,False
45,Thunderstorms and Neon Signs,Wayne Hancock,Thunderstorms and Neon Signs,3:43,223,4Sx2PtajajU,INDIFFERENT,False
46,Fine Anyway,Rogér Fakhr,Fine Anyway (Habibi Funk 016),2:44,164,UKhL5cO8Ssk,INDIFFERENT,False
47,Psycho,Eddie Noack,Presenting Eddie Noack,3:37,217,D5fwtrD_uCM,INDIFFERENT,False
48,Don't Go To Strangers,J.J. Cale,Naturally,2:24,144,JKbcXFvXn3E,INDIFFERENT,False
49,Mama Tried,Merle Haggard,Greatest Hits - Finest Performances,2:12,132,FNWcmGGEoa8,INDIFFERENT,False
50,Spanish Pipedream,John Prine,John Prine,2:42,162,ZkfqWEXdx-I,LIKE,False
51,"Don't Think Twice, It's All Right (Album Verison)",Ramblin' Jack Elliott,Young Brigham,3:52,232,OeucVztLMh0,INDIFFERENT,False
52,Jail House Blues,Lightnin' Hopkins,"Fishing Clothes, Vol. 2",3:04,184,StaIMS4_d2Q,INDIFFERENT,False
53,Will the Circle Be Unbroken,The Carter Family,Keep On The Sunny Side,2:43,163,IrCtp_Zoz_E,INDIFFERENT,False
54,Dublin Blues,Guy Clark,Transatlantic Sessions - Series 1: Volume One,4:33,273,RJ9rITxJQOo,INDIFFERENT,False
55,"Hang Me, Oh Hang Me",Dave Van Ronk,Folksinger,3:11,191,T_Cqy3uxRXc,INDIFFERENT,False
56,Elk River Blues,Erynn Marshall,Calico,3:09,189,AzrfJws6l_o,INDIFFERENT,False
57,Hurt All Over,Emily Nenni,Hell of a Woman,3:34,214,HKXJMWXC9cU,INDIFFERENT,False
58,Black Jack County Chain,Henson Cargill,Skip a Rope,2:07,127,gziLv-CfyJg,INDIFFERENT,False
59,Psycho,Jack Kittel,Psycho,3:44,224,15LuS4NiOLk,INDIFFERENT,False
60,Say No to the Devil,Reverend Gary Davis,If I Had My Way: Early Home Recordings,3:21,201,0VzKp0qcwys,INDIFFERENT,False
61,My Love,Marty Robbins,More Gunfighter Ballads and Trail Songs,1:47,107,XJc7wYuPu-k,INDIFFERENT,False
62,Crawlin' King Snake,John Lee Hooker,Is He The World's Greatest Blues Singer?,2:42,162,rbaeDaeqxIQ,INDIFFERENT,False
63,Elvis Blues (Owed to Chickenbutt),Roger Alan Wade,Simmering Rage,3:33,213,-CiCwB4bjvw,INDIFFERENT,False
64,Freight Train,Elizabeth Cotten,Freight Train and Other North Carolina Folk Songs and Tunes,2:47,167,If5ZGXKG9bw,INDIFFERENT,False
65,Bless the Telephone,Labi Siffre,The Singer and the Song,1:41,101,gdpHAB7kZTU,INDIFFERENT,False
66,Junker's Blues,Champion Jack Dupree,Blues From The Gutter,3:13,193,9xlV3DSJJUg,INDIFFERENT,False
67,Plastic Jesus,The Local Honeys,The Gospel,3:20,200,pIqF-Mrh2bk,LIKE,True
68,Blue Yodel No. 8 (Mule Skinner Blues),Jimmie Rodgers,RCA Country Legends,2:58,178,Pac9hpoQgD4,INDIFFERENT,False
