title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Dixie Chicken (2023 Remaster),Little Feat,Dixie Chicken (Deluxe Edition),False,INDIFFERENT,3:56,236,G7oCEnBSpRM,2024-11-30T05:31:37Z,commit:777ac1af
(You're The) Devil in Disguise,Elvis Presley,Elvis 30 #1 Hits,False,INDIFFERENT,2:21,141,QBrahaCwD-c,2024-11-30T05:29:16Z,commit:777ac1af
Jailhouse Rock,Elvis Presley,Elvis 30 #1 Hits,False,INDIFFERENT,2:36,156,A99sV18J0mk,2024-11-30T05:26:40Z,commit:777ac1af
Fly Me To The Moon (In Other Words),"Count Basie, Frank Sinatra",It Might As Well Be Swing,False,INDIFFERENT,2:30,150,rSrc7aulay8,2024-11-30T05:24:10Z,commit:777ac1af
Hosanna,Harry Belafonte,Calypso,False,INDIFFERENT,2:40,160,e61OHe-5Sko,2024-11-30T05:21:30Z,commit:777ac1af
Frank Sinatra - That's life (ProleteR tribute),"2.9M views, ProleteR",,,LIKE,2:41,161,cv77YF1vkeQ,2024-11-30T05:18:49Z,commit:777ac1af
Can't Take My Eyes off You,Frankie Valli,Solo,False,INDIFFERENT,3:24,204,RQBgfjOROPw,2024-11-30T05:15:25Z,commit:777ac1af
Unchain My Heart,Ray Charles,Ray Charles - I Can’t Stop Loving You,False,INDIFFERENT,2:47,167,kDaZWKqmPJI,2024-11-30T05:12:38Z,commit:777ac1af
Man Smart (Woman Smarter),Harry Belafonte,Calypso,False,INDIFFERENT,3:35,215,m4Kn5_S-WIo,2024-11-30T05:09:03Z,commit:777ac1af
Troubles,Harry Belafonte,Belafonte,False,INDIFFERENT,3:42,222,3USE1jAfxcQ,2024-11-30T05:05:21Z,commit:777ac1af
Water Boy,Harry Belafonte,Belafonte,False,INDIFFERENT,3:44,224,eBG1fBKWHCI,2024-11-30T05:01:37Z,commit:777ac1af
Day O (Banana Boat Song),Harry Belafonte,Deluxe: Greatest Hits -Harry Belafonte,False,INDIFFERENT,3:06,186,YO7M0Hx_1D8,2024-11-30T04:58:31Z,commit:777ac1af
Soulful Romantic House Music Mix - Cozy Lunch Living Room DJ Set | Chill Relax Playlist,"739K views, Flavour Trip",,,INDIFFERENT,2:18:23,8303,4VjTKbTcm90,2024-11-30T02:40:08Z,commit:777ac1af
R.A.V.E.,"Eprom, G Jones",Illusory Tracks,False,INDIFFERENT,3:10,190,mHamDTcKdpw,2024-11-30T02:36:58Z,commit:777ac1af
Elysian Hardcore,G Jones,Illusory Tracks,False,INDIFFERENT,2:38,158,6_Bdy-tFWOg,2024-11-30T02:34:20Z,commit:777ac1af
Operator,G Jones,Illusory Tracks,False,INDIFFERENT,2:54,174,zBHrJlqGjmo,2024-11-30T02:31:26Z,commit:777ac1af
Hysteria,"Eprom, G Jones",Hysteria,True,LIKE,5:35,335,4ywWBZvrj9U,2024-11-30T02:25:51Z,commit:777ac1af
All Too Well (10 Minute Version) [Taylor's Version] [From The Vault],Taylor Swift,Red (Taylor's Version),False,INDIFFERENT,10:13,613,7SqC7_f_-0M,2024-11-30T02:15:38Z,commit:777ac1af
My Kink Is Karma,Chappell Roan,The Rise and Fall of a Midwest Princess,False,INDIFFERENT,3:43,223,QBAmGTv11yY,2024-11-30T02:11:55Z,commit:777ac1af
Carol Brown,Flight of the Conchords,I Told You I Was Freaky,True,LIKE,3:27,207,Hz5SFQsLzAg,2024-11-30T02:08:28Z,commit:777ac1af
Pink Pony Club,Chappell Roan,The Rise and Fall of a Midwest Princess,False,INDIFFERENT,4:19,259,R_iTpfSCIVk,2024-11-30T02:04:09Z,commit:777ac1af
Thunderstorm Sounds: 1 Hour Thunder,SleepTherapy,Thunderstorm Sounds: 1 Hour Thunder,False,INDIFFERENT,1:00:01,3601,tJ-pxOObruY,2024-11-30T01:04:08Z,commit:777ac1af
[STATION] 디어 (d.ear) X 재현 'Try Again' MV,"21M views, SMTOWN",,,INDIFFERENT,2:59,179,4LPmBiFkoBk,2024-11-29T15:01:06Z,commit:777ac1af
Gentle On My Mind (Live From The Troubadour / 2008),Glen Campbell,Live From The Troubadour,False,INDIFFERENT,3:58,238,UTrz54kDk00,2024-11-29T14:57:08Z,commit:777ac1af
Thank God I'm a Country Boy,John Denver,Back Home Again,False,INDIFFERENT,3:14,194,GSJaaZgIwtE,2024-11-29T14:53:54Z,commit:777ac1af
Ghost sYMbOL (Kling Version),Zero 7,Yeah Ghost (Bonus Edition),False,INDIFFERENT,9:08,548,-2wK9FcoYuA,2024-11-29T14:44:46Z,commit:777ac1af
Moonlight,The Plate Scrapers,Dishes,,LIKE,4:18,258,A7RQ__ae1nM,2024-11-29T14:40:28Z,commit:777ac1af
Amarillo Highway (for Dave Hickey),Terry Allen,Lubbock (on everything),True,LIKE,4:01,241,j0yS6Jc-vw0,2024-11-29T14:36:27Z,commit:777ac1af
Scents and Subtle Sounds,Phish,Undermind,False,INDIFFERENT,5:06,306,2670hqlQGgs,2024-11-29T14:31:21Z,commit:777ac1af
Alphabet St.,Prince,Lovesexy,True,LIKE,5:39,339,J5x6vKNQAUo,2024-11-29T14:25:42Z,commit:777ac1af
Exit Music (For A Film),Radiohead,OK Computer,True,LIKE,4:28,268,Bf01riuiJWA,2024-11-29T14:21:14Z,commit:777ac1af
I’m The President,KNOWER,I’m The President,True,LIKE,4:07,247,oSfFIK5A7x8,2024-11-29T14:17:07Z,commit:777ac1af
Tired,Pearl Bailey & Mitchell Ayres & Jazz Band,Vintage Vocal Jazz / Swing No. 184 - ep: That's Good Enough For Me,False,INDIFFERENT,3:13,193,AX-57JqhvpY,2024-11-29T14:13:54Z,commit:777ac1af
Ocean Sounds: 2 Hours of Relaxing Ocean Waves,Calmsound,"Relaxing Nature Sounds: 24 Hours of Exquisite Nature Sounds for Deep Sleep, Study, Meditation and Mindfulness",False,INDIFFERENT,2:00:01,7201,o-fGVRySAFU,2024-11-29T12:13:53Z,commit:777ac1af
Alphabet St.,Prince,Lovesexy,True,LIKE,5:39,339,J5x6vKNQAUo,2024-11-29T12:08:14Z,commit:777ac1af
Purple Rain,Dolly Parton,Rockstar (Deluxe),,INDIFFERENT,7:52,472,xadiFBIyOg0,2024-11-29T12:00:22Z,commit:777ac1af
If Your Hair's Too Long (There's Sin In Your Heart),Billy Strings,"2023/05/12 Morrison, CO",,INDIFFERENT,4:06,246,TyN01LeL8Qc,2024-11-29T11:56:16Z,commit:777ac1af
Idle Idle,Alex Regeimbal,Idle Idle,True,LIKE,3:20,200,ma7gAQMNTaQ,2024-11-29T11:52:56Z,commit:777ac1af
Let Her Go,The Travelin' McCourys,The Travelin' Mccourys,,INDIFFERENT,4:52,292,KEcw2oQDlHE,2024-11-29T11:48:04Z,commit:777ac1af
Deep Sleep Music: Deeper Relaxation,Jason Stephenson,Deep Sleep Music: Deeper Relaxation,False,INDIFFERENT,3:00:16,10816,yGi1MePEN-k,2024-11-29T08:47:48Z,commit:777ac1af
Brown Noise with Deep Bass (No Fade),SleepTherapy,"Brown Noise: Loops for Relaxation, Deep Sleep, Meditation, and Babies",False,INDIFFERENT,9:38,578,5fAy2qbzLlw,2024-11-29T08:38:10Z,commit:777ac1af
First Tube,Phish,"2021/10/23 Chula Vista, CA",,INDIFFERENT,7:53,473,gZa76fayF0E,2024-11-29T08:30:17Z,commit:777ac1af
Lonely Trip,Phish,"2021/10/23 Chula Vista, CA",,INDIFFERENT,7:19,439,q-9Xj5ZAyxE,2024-11-29T08:22:58Z,commit:777ac1af
Scents and Subtle Sounds,Phish,"2021/10/23 Chula Vista, CA",,INDIFFERENT,12:51,771,SozZT-IIQ-8,2024-11-29T08:10:07Z,commit:777ac1af
Baby Sleep White Noise,littleONES,Perfect Sounds for Baby Sleep,False,INDIFFERENT,1:00:00,3600,q-cRQVt2ms4,2024-11-29T07:10:07Z,commit:777ac1af
Piper,Phish,"2021/10/23 Chula Vista, CA",,INDIFFERENT,17:56,1076,vDyDT05QYvU,2024-11-29T06:52:11Z,commit:777ac1af
Dino Baby,The Disco Biscuits,"2024/02/06 Aspen, CO",,INDIFFERENT,21:24,1284,lVb73sOaH7Y,2024-11-29T06:30:47Z,commit:777ac1af
Shocked,The Disco Biscuits,"2024/02/06 Aspen, CO",,INDIFFERENT,14:57,897,LpKHHYho31Y,2024-11-29T06:15:50Z,commit:777ac1af
Rain Sounds: 2 Hour Relaxing Rain Shower,Calmsound,"Relaxing Nature Sounds: 24 Hours of Exquisite Nature Sounds for Deep Sleep, Study, Meditation and Mindfulness",False,INDIFFERENT,2:00:01,7201,Xmt_W6wDaDM,2024-11-29T04:15:49Z,commit:777ac1af
M.E.M.P.H.I.S.,The Disco Biscuits,"2024/02/06 Aspen, CO",,LIKE,25:53,1553,cnsTtaqnarc,2024-11-29T03:49:56Z,commit:777ac1af
Undermind,Phish,"2024/08/31 Commerce City, CO",,LIKE,6:52,412,SaWbwBaewmY,2024-11-28T17:43:01Z,commit:777ac1af
What's Going Through Your Mind,Phish,"2024/08/31 Commerce City, CO",,INDIFFERENT,16:35,995,ZnjHTVXlick,2024-11-28T17:26:26Z,commit:777ac1af
Phish - 8/15/2024 Mondegreen - What's Going Through Your Mind (4K HDR),"35K views, Phish",,,INDIFFERENT,25:03,1503,Tn7hQqG-uWE,2024-11-28T17:01:23Z,commit:777ac1af
The Boxer,Simon & Garfunkel,Over the Bridge of Time: A Paul Simon Retrospective (1964-2011),False,INDIFFERENT,5:08,308,2IClvIiS7_c,2024-11-28T16:56:15Z,commit:777ac1af
The Three Bells,The Browns,The Three Bells,True,LIKE,2:52,172,y5pH7l3qdPw,2024-11-28T16:53:23Z,commit:777ac1af
Sweeter Than The Flowers,Kitty Wells,Lonely Street,False,INDIFFERENT,3:27,207,RoAd0v5MH8I,2024-11-28T16:49:56Z,commit:777ac1af
Jackson,"Johnny Cash, June Carter Cash",Carryin' On With Johnny Cash And June Carter,False,INDIFFERENT,2:46,166,AVzooGQNaO8,2024-11-28T16:47:10Z,commit:777ac1af
Waltz Across Texas,Ernest Tubb,Retrospective (Volume 2),False,INDIFFERENT,2:39,159,QQn_YNtZqKc,2024-11-28T16:44:31Z,commit:777ac1af
They'll Never Take Her Love From Me,"Hank Williams, The Drifting Cowboys",Sing Me A Blue Song (Undubbed Edition),False,INDIFFERENT,2:48,168,AhxclVw6fwk,2024-11-28T16:41:43Z,commit:777ac1af
Amigo's Guitar,Kitty Wells,The Country Music Hall Of Fame,False,INDIFFERENT,2:42,162,5dPNA9Wtd90,2024-11-28T16:39:01Z,commit:777ac1af
It Ain't Me Babe,"Johnny Cash, June Carter",Carryin' On With Johnny Cash And June Carter,False,INDIFFERENT,3:04,184,RsL8zByDPrE,2024-11-28T16:35:57Z,commit:777ac1af
Can't Help Falling in Love,Elvis Presley,Platinum - A Life In Music,False,INDIFFERENT,2:59,179,pZuJKQ6uzHE,2024-11-28T16:32:58Z,commit:777ac1af
Honky Tonkin',Hank Williams,20 Of Hank Williams' Greatest Hits,False,INDIFFERENT,2:46,166,6JofS3Tj1lU,2024-11-28T16:30:12Z,commit:777ac1af
Making Believe,Kitty Wells,The Collection,False,INDIFFERENT,2:47,167,Pb2LZMmGvE0,2024-11-28T16:27:25Z,commit:777ac1af
Mountain Dew,The Stanley Brothers,16 Greatest Hits,False,INDIFFERENT,2:44,164,x81du4NMHZ0,2024-11-28T16:24:41Z,commit:777ac1af
Salute To A Switchblade,Tom T. Hall,Greatest Hits,False,INDIFFERENT,3:27,207,JIa5fXls37k,2024-11-28T16:21:14Z,commit:777ac1af
The Last Thing on My Mind,"Dolly Parton, Porter Wagoner",Just Between You and Me,False,INDIFFERENT,2:35,155,N7IjwKuKBV0,2024-11-28T16:18:39Z,commit:777ac1af
Funny How Time Slips Away,Billy Walker,Columbia Country Classics - Volume 4: The Nashville Sound,False,INDIFFERENT,2:51,171,3ShDbp3YlZw,2024-11-28T16:15:48Z,commit:777ac1af
Harvest Moon (feat. AJ Lee & Blue Summit),The Brothers Comatose,Harvest Moon,False,INDIFFERENT,4:42,282,4yRxiQ7AxKw,2024-11-28T16:11:06Z,commit:777ac1af
"Don't Think Twice, It's All Right",Johnny Cash,Orange Blossom Special,False,INDIFFERENT,2:57,177,vuSFBNkwkQ0,2024-11-28T16:08:09Z,commit:777ac1af
Okie From Muskogee,Merle Haggard,Down Every Road 1962-1994,True,LIKE,2:45,165,3dM03dG3zv4,2024-11-28T16:05:24Z,commit:777ac1af
Islands In the Stream,"Dolly Parton, Kenny Rogers",Greatest Hits,False,INDIFFERENT,4:12,252,Cvq6lHDatNs,2024-11-28T16:01:12Z,commit:777ac1af
I'll Love You Till The Day I Die,Kitty Wells,The Decca Rarities,False,INDIFFERENT,2:58,178,8Vw01387-hE,2024-11-28T15:58:14Z,commit:777ac1af
Searching (For Someone Like You),Kitty Wells,The Collection,False,INDIFFERENT,2:26,146,X83qqz-I3Io,2024-11-28T15:55:48Z,commit:777ac1af
The Master's Call,Marty Robbins,Gunfighter Ballads And Trail Songs,,INDIFFERENT,3:06,186,7mrI2xtkEMA,2024-11-28T15:52:42Z,commit:777ac1af
One's On The Way,Loretta Lynn,One's On The Way,False,INDIFFERENT,2:39,159,yFO6SsDQ9nk,2024-11-28T15:50:03Z,commit:777ac1af
Someone Like You,Lukas Nelson,Someone Like You,False,INDIFFERENT,5:02,302,MwkanjhLCUg,2024-11-28T15:45:01Z,commit:777ac1af
Delta Dawn,Tanya Tucker,Delta Dawn,False,INDIFFERENT,2:59,179,GClZv7IwtYc,2024-11-28T15:42:02Z,commit:777ac1af
Y'all Come Back Saloon,The Oak Ridge Boys,Y'all Come Back Saloon,True,LIKE,2:56,176,sH_4dSOXj90,2024-11-28T15:39:06Z,commit:777ac1af
Are You Sure Hank Done It This Way,Waylon Jennings,Dreaming My Dreams,False,INDIFFERENT,2:55,175,ax3D70GXjzI,2024-11-28T15:36:11Z,commit:777ac1af
Good Hearted Woman,"Waylon Jennings, Willie Nelson",Ultimate Waylon Jennings,False,INDIFFERENT,2:59,179,DNI74-_cWeE,2024-11-28T15:33:12Z,commit:777ac1af
Leadfoot,Billy Strings,Leadfoot,False,INDIFFERENT,2:46,166,o8_YxRRFYuA,2024-11-28T15:30:26Z,commit:777ac1af
Hard Luck & Circumstances,Charley Crockett,Hard Luck & Circumstances,False,INDIFFERENT,3:05,185,cnjfEGezbxk,2024-11-28T15:27:21Z,commit:777ac1af
Get It 'Fore It’s Gone,Pokey LaFarge,Get It 'Fore It’s Gone,False,INDIFFERENT,3:35,215,oeGUpFLKEok,2024-11-28T15:23:46Z,commit:777ac1af
America,Charley Crockett,$10 Cowboy,False,INDIFFERENT,3:24,204,ncUTPdyVbUM,2024-11-28T15:20:22Z,commit:777ac1af
The Hot Sh*t Episode 51,Pretty Lights,The HOT Sh*t,,INDIFFERENT,59:28,3568,Vu793fUcGuo,2024-11-28T14:20:54Z,commit:777ac1af
I Come from the Country,Emmitt-Nershi Band,New Country Blues,True,LIKE,4:38,278,m3bLu4MG7k8,2024-11-28T14:16:16Z,commit:777ac1af
Strange Overtones,"Brian Eno, David Byrne",Everything That Happens Will Happen Today,False,INDIFFERENT,4:18,258,GvZhpCYWFzs,2024-11-28T14:11:58Z,commit:777ac1af
Another Plan of Attack,The Disco Biscuits,"Revolution in Motion, Pt. 1",False,INDIFFERENT,6:34,394,6Eo1kNOZiJc,2024-11-28T14:05:24Z,commit:777ac1af
Space Train,The Disco Biscuits,"Revolution in Motion, Pt. 3",False,INDIFFERENT,3:38,218,e12zGNIH03g,2024-11-28T14:01:46Z,commit:777ac1af
Crickets,The Disco Biscuits,Rocket 3,False,INDIFFERENT,18:37,1117,zCvDFk3IMHo,2024-11-28T13:43:09Z,commit:777ac1af
Electric Avenue,Goose,"2021/06/16 Silver Lake Drive-In, Perry, NY",,INDIFFERENT,16:13,973,zPvquHd4k0g,2024-11-28T13:26:56Z,commit:777ac1af
Ooh La La,Redbird,Live At The Cafe Carpe,False,INDIFFERENT,3:34,214,L5ryzBPx0tQ,2024-11-28T03:23:19Z,commit:777ac1af
I Am A Man Of Constant Sorrow (Radio Edit) (feat. Dan Tyminski),The Soggy Bottom Boys,"O Brother, Where Art Thou? (Original Motion Picture Soundtrack)",False,INDIFFERENT,3:10,190,mFpEYOPBsDU,2024-11-28T03:20:09Z,commit:777ac1af
In Spite of Ourselves (feat. Iris DeMent),John Prine,In Spite of Ourselves,False,INDIFFERENT,3:34,214,WWclZpTBRaU,2024-11-28T03:16:35Z,commit:777ac1af
Sparkle,Phish,Rift,False,INDIFFERENT,3:55,235,W-dzJx3NGm0,2024-11-28T03:12:40Z,commit:777ac1af
Rye Whiskey,Punch Brothers,Antifogmatic,True,INDIFFERENT,3:30,210,jXfE-e4a3GU,2024-11-28T03:09:10Z,commit:777ac1af
Long Hot Summer Days,John Hartford,Mark Twang,False,INDIFFERENT,4:49,289,-pmdN43cH-8,2024-11-28T03:04:21Z,commit:777ac1af
Long Hot Summer Days,Sara Watkins,Sara Watkins,True,LIKE,4:45,285,18LMMt58yow,2024-11-28T02:59:36Z,commit:777ac1af
Hysteria,"Eprom, G Jones",Hysteria,True,LIKE,5:35,335,4ywWBZvrj9U,2024-11-28T02:54:01Z,commit:777ac1af
Cozy Jazz House Music Mix - Peaceful Garden Dinner  | Chillout Raclette Evening Playlist,"884K views, Flavour Trip",,,INDIFFERENT,1:37:33,5853,FjPBM5Xc0KM,2024-11-28T01:16:28Z,commit:777ac1af
Chillout Deep House Music Mix - Cozy Living Room Set | Relaxing Lounge Playlist,"1.8M views, Flavour Trip",,,INDIFFERENT,1:45:40,6340,IrUX2hxVuEo,2024-11-27T23:30:48Z,commit:777ac1af
Stress (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,5:36,336,B2UGFHP1zj8,2024-11-27T23:25:12Z,commit:777ac1af
New Lands (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,4:32,272,1TtkRbDk6IA,2024-11-27T23:20:40Z,commit:777ac1af
Horsepower (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,5:25,325,PeAl0KrNqC0,2024-11-27T23:15:15Z,commit:777ac1af
D.A.N.C.E. (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,5:59,359,Fo1AfLfpXoU,2024-11-27T23:09:16Z,commit:777ac1af
Canon (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,4:11,251,b1tMei_WRHY,2024-11-27T23:05:05Z,commit:777ac1af
Civilization (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,6:06,366,qV4nN5J1Hpo,2024-11-27T22:58:59Z,commit:777ac1af
Phantom (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,4:42,282,VyXvextvrYw,2024-11-27T22:54:17Z,commit:777ac1af
Helix (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,4:07,247,10JPFw0ieqI,2024-11-27T22:50:10Z,commit:777ac1af
Genesis (Live / AAA),Justice,Access All Arenas,,INDIFFERENT,7:46,466,GtlaDxArzJ4,2024-11-27T22:42:24Z,commit:777ac1af
Electric Avenue,Eddy Grant,Killer On The Rampage,False,INDIFFERENT,3:48,228,-1QZLkPSz6s,2024-11-27T22:38:36Z,commit:777ac1af
Miss You,The Rolling Stones,Some Girls,False,INDIFFERENT,4:49,289,PKVXSo9ROpg,2024-11-27T22:33:47Z,commit:777ac1af
Get Down On It (80s Flashback Dance Fitness),Kool & The Gang,Body By Jake: 80s Flashback Dance Fitness (BPM 100-164),False,INDIFFERENT,4:31,271,9Kl5Mnxh4pU,2024-11-27T22:29:16Z,commit:777ac1af
I Wanna Be Your Lover (Single Version),Prince,The Hits / The B-Sides,False,INDIFFERENT,3:01,181,Ykl60dY9rtw,2024-11-27T22:26:15Z,commit:777ac1af
You Can Call Me Al,Paul Simon,Graceland (25th Anniversary Deluxe Edition),False,INDIFFERENT,4:40,280,OMbfT3Wppjo,2024-11-27T22:21:35Z,commit:777ac1af
September,"Earth, Wind & Fire",September (sped up + slowed),False,INDIFFERENT,3:37,217,OBM0DO8Xt1c,2024-11-27T22:17:58Z,commit:777ac1af
Gypsy,Fleetwood Mac,Mirage (Deluxe Edition),False,INDIFFERENT,4:52,292,uIRSg6oo4HA,2024-11-27T22:13:06Z,commit:777ac1af
Maneater,Daryl Hall & John Oates,Haynes DAD - Ultimate Guide To Rock,False,INDIFFERENT,3:27,207,P_LD54_9mKE,2024-11-27T22:09:39Z,commit:777ac1af
When Doves Cry (2015 Paisley Park Remaster),Prince & The Revolution,Purple Rain (Deluxe Expanded Edition),False,INDIFFERENT,5:54,354,MtHV9ti4W34,2024-11-27T22:03:45Z,commit:777ac1af
Another One Bites The Dust,Queen,The Game (Deluxe Remastered Version),False,INDIFFERENT,3:35,215,PqUenEMwsdQ,2024-11-27T22:00:10Z,commit:777ac1af
Everywhere,Fleetwood Mac,Tango in the Night,False,INDIFFERENT,3:47,227,wLSUDSNqLgQ,2024-11-27T21:56:23Z,commit:777ac1af
Purple Rain,Prince & The Revolution,Purple Rain,False,INDIFFERENT,8:42,522,347vCib_lMs,2024-11-27T21:47:41Z,commit:777ac1af
Kiss,Prince & The Revolution,Parade - Music from the Motion Picture Under the Cherry Moon,False,INDIFFERENT,3:47,227,rH9CZuuKpSg,2024-11-27T21:43:54Z,commit:777ac1af
Jackaroo,"David Grisman, Jerry Garcia",Shady Grove,True,LIKE,4:02,242,GfhrQsMLdY0,2024-11-27T21:39:52Z,commit:777ac1af
$10 Cowboy,Charley Crockett,$10 Cowboy,False,INDIFFERENT,3:36,216,mwT-smk8VOA,2024-11-27T21:36:16Z,commit:777ac1af
America,Charley Crockett,$10 Cowboy,False,INDIFFERENT,3:24,204,ncUTPdyVbUM,2024-11-27T21:32:52Z,commit:777ac1af
Salt Creek,Tony Rice,Guitar,,INDIFFERENT,3:47,227,IU-zRYkV5Fc,2024-11-27T21:29:05Z,commit:777ac1af
Diamond In The Rough,Charley Crockett,$10 Cowboy,False,INDIFFERENT,3:19,199,OP-S296011Y,2024-11-27T21:25:46Z,commit:777ac1af
Columbus Stockade Blues,"Doc Watson, Richard Watson",Third Generation Blues,False,INDIFFERENT,3:32,212,rVAXyZCbFdI,2024-11-27T21:22:14Z,commit:777ac1af
Belleville,Ethan Larsh,Ethan Larsh Breaks Hearts,,INDIFFERENT,3:20,200,mTF5dktqaMQ,2024-11-27T21:18:54Z,commit:777ac1af
Moonlight,The Plate Scrapers,Dishes,,LIKE,4:18,258,A7RQ__ae1nM,2024-11-27T21:14:36Z,commit:777ac1af
Jigsaw Falling Into Place,Radiohead,In Rainbows,False,INDIFFERENT,4:09,249,CvjRlYpXS5U,2024-11-27T11:10:24Z,commit:777ac1af
Creep (Acoustic),Radiohead,Creep EP,False,INDIFFERENT,4:19,259,4BX5xpB2DBM,2024-11-27T11:06:05Z,commit:777ac1af
High and Dry,Radiohead,The Bends,False,INDIFFERENT,4:18,258,7fv84nPfTH0,2024-11-27T11:01:47Z,commit:777ac1af
Exit Music (For A Film),Radiohead,OK Computer OKNOTOK 1997 2017,True,LIKE,4:26,266,FapBH3j6WoA,2024-11-27T10:57:21Z,commit:777ac1af
Karma Police,Radiohead,OK Computer OKNOTOK 1997 2017,False,INDIFFERENT,4:22,262,nbCOAPR33ME,2024-11-27T10:52:59Z,commit:777ac1af
No Surprises,Radiohead,OK Computer OKNOTOK 1997 2017,False,INDIFFERENT,3:49,229,7374CZQoS2Y,2024-11-27T10:49:10Z,commit:777ac1af
Creep,Radiohead,Pablo Honey,True,LIKE,3:59,239,zFYEYRcjK2g,2024-11-27T10:45:11Z,commit:777ac1af
Subterranean Homesick Alien,Radiohead,OK Computer OKNOTOK 1997 2017,False,INDIFFERENT,4:30,270,f-Eu5ZvcLb0,2024-11-27T10:40:41Z,commit:777ac1af
Everything In Its Right Place,Radiohead,Kid A,False,INDIFFERENT,4:12,252,NUnXxh5U25Y,2024-11-27T10:36:29Z,commit:777ac1af
Chillout Deep House Music Mix - Cozy Living Room Set | Relaxing Lounge Playlist,"1.8M views, Flavour Trip",,,INDIFFERENT,1:45:40,6340,IrUX2hxVuEo,2024-11-27T08:50:49Z,commit:777ac1af
NOVA,Tonic Walter,FEEL,False,INDIFFERENT,2:40,160,9XwEiFIpjEQ,2024-11-27T08:48:09Z,commit:777ac1af
