title,artists,album,inLibrary,likeStatus,duration,duration_seconds,videoId,played_at,run_id
Cold Lonesome Wind,Wayne Hancock,Thunderstorms and Neon Signs,,LIKE,4:24,264,aP9K-OOOE4I,2024-03-30T06:22:26Z,gh-826
Tag Along,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,2:18,138,aI7MtgFFwqw,2024-03-30T06:20:08Z,gh-826
Why Don't You Leave Me Alone,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,2:50,170,PRZ_oiuLxzw,2024-03-30T06:17:18Z,gh-826
Double A Daddy,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,3:25,205,xcBqe7YchYU,2024-03-30T06:13:53Z,gh-826
Ain't Nobody's Blues But My Own,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,4:06,246,Jh5MF6fOrWg,2024-03-30T06:09:47Z,gh-826
Big City Good Time Gal,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,2:56,176,f9nAHh5to48,2024-03-30T06:06:51Z,gh-826
She's My Baby,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,2:31,151,2Jtc7CJmkoc,2024-03-30T06:04:20Z,gh-826
Thunderstorms and Neon Signs,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,3:42,222,4Sx2PtajajU,2024-03-30T06:00:38Z,gh-826
Poor Boy Blues,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,2:20,140,sJodNwH0Yuc,2024-03-30T05:58:18Z,gh-826
Juke Joint Jumping,Wayne Hancock,Thunderstorms and Neon Signs,,INDIFFERENT,3:18,198,P1AUU0727YM,2024-03-30T05:55:00Z,gh-826
Nothing to Say,The Kinks,Arthur (Deluxe Edition),False,INDIFFERENT,3:08,188,VSVS5XDTRKE,2024-03-29T21:20:06Z,gh-826
I Don't Mind,Sturgill Simpson,Cuttin' Grass - Vol. 1 (Butcher Shoppe Sessions),False,INDIFFERENT,4:30,270,xYcmf9cRp7A,2024-03-29T21:15:36Z,gh-826
Money for Nothing,Dire Straits,Brothers in Arms,False,INDIFFERENT,8:27,507,T82VtnfKGd8,2024-03-29T20:54:15Z,gh-826
The Great Atomic Power,The Louvin Brothers,Weapon Of Prayer,,LIKE,2:43,163,AojCqHwsbX0,2024-03-29T20:51:32Z,gh-826
Old Time River Man,Robert Ellis & Courtney Hartman,Dear John,,INDIFFERENT,3:45,225,tDfA-zbUA_s,2024-03-29T20:09:40Z,gh-826
Swirly Bird,Arc De Soleil,Bocosaurus,,INDIFFERENT,3:05,185,Dc5l12bozrQ,2024-03-29T20:06:35Z,gh-826
Boston Blues,Hot Day at the Zoo,Zoograss,,INDIFFERENT,5:57,357,eDdBJM2nYdA,2024-03-29T20:00:38Z,gh-826
Wish You Well,Sierra Ferrell,Trail Of Flowers,True,LIKE,3:39,219,2EFQc_A5N3k,2024-03-29T19:56:59Z,gh-826
Another New World,Punch Brothers,Ahoy!,,LIKE,6:31,391,O5jhLetcHag,2024-03-29T19:50:28Z,gh-826
Deep River Blues (feat. Jason Isbell),Tommy Emmanuel,Accomplice One,,LIKE,3:28,208,3MDo4GSHi8o,2024-03-29T19:47:00Z,gh-826
I Break Hearts All Around the World,Ethan Larsh,Ethan Larsh Breaks Hearts,,LIKE,4:23,263,TymfUwRp0oI,2024-03-29T19:42:37Z,gh-826
Gone Hollywood (2010 Remastered),Supertramp,Breakfast In America,False,INDIFFERENT,5:21,321,hbqVPYZgK48,2024-03-29T19:37:16Z,gh-826
When the Lights Go Out,Stephan Jolk & braev,When the Lights Go Out,False,INDIFFERENT,3:42,222,4BV4eV2NgYA,2024-03-29T19:33:34Z,gh-826
Natural Mystic,Bob Marley & The Wailers,Exodus,False,INDIFFERENT,3:28,208,2U91ELKMNlE,2024-03-29T17:34:41Z,gh-826
Feels Like Love,Tanya Stephens,Some Kinda Madness,,INDIFFERENT,3:55,235,Tj8xdtsx02w,2024-03-29T17:30:46Z,gh-826
Serendipity,Tanya Stephens,Some Kinda Madness,,LIKE,4:57,297,zUxmJ-cFC-U,2024-03-29T17:25:49Z,gh-826
Russian Lullaby,"David Grisman, Jerry Garcia",Jerry Garcia & David Grisman,True,LIKE,4:13,253,y1IDGZoFUpQ,2024-03-30T03:22:56Z,gh-825
Carroll County Blues,Doc & Merle Watson,Sittin' Here Pickin' the Blues,False,INDIFFERENT,2:55,175,27Qn1PQ7T0k,2024-03-30T03:20:01Z,gh-825
Elma Turl (Live),Mike Cross,Live And Kickin' (Live),True,LIKE,2:33,153,XmZiRlksg0w,2024-03-30T03:17:28Z,gh-825
Fill My Way With Love,Doc Watson,Riding The Midnight Train,True,LIKE,2:33,153,xISF6PYWIfY,2024-03-30T03:14:55Z,gh-825
Somebody Touched Me,The Dillards,Back Porch Bluegrass,False,INDIFFERENT,2:25,145,1ANStAB_7SU,2024-03-30T03:12:30Z,gh-825
The Lost Highway,Charley Crockett,Lil G.L.'s Honky Tonk Jubilee,False,INDIFFERENT,3:05,185,Q9j2l5RMLHE,2024-03-30T03:09:25Z,gh-825
Colleen Malone,Hot Rize,Take It Home,False,INDIFFERENT,3:11,191,wTn9NwuG7RI,2024-03-30T03:06:14Z,gh-825
"Flatnose, The Tree-Climbing Dog",Austin Lounge Lizards,Employee Of The Month,,LIKE,2:34,154,qjPg-dL4Arw,2024-03-30T03:03:40Z,gh-825
"The Dogs, They Really Miss You",Austin Lounge Lizards,Employee Of The Month,,INDIFFERENT,3:59,239,Y6mhYXeKRCE,2024-03-30T01:22:14Z,gh-824
Stupid Texas Song,Austin Lounge Lizards,Employee Of The Month,,LIKE,3:34,214,aPvLD7HSUDY,2024-03-30T01:18:40Z,gh-824
"Flatnose, The Tree-Climbing Dog",Austin Lounge Lizards,Employee Of The Month,,LIKE,2:34,154,qjPg-dL4Arw,2024-03-30T01:16:06Z,gh-824
Gentle On My Mind (Live),John Hartford,Live From Mountain Stage,,LIKE,3:08,188,46kR357Qnxo,2024-03-30T01:12:58Z,gh-824
Jesus was Way cool,King Missile,Mystical Shit/Fluting on the Hump,True,LIKE,2:42,162,uAa7OB9Ej2c,2024-03-30T01:10:16Z,gh-824
Adult Diversion,Alvvays,Alvvays,False,INDIFFERENT,3:28,208,duVqDFskfCQ,2024-03-30T01:06:48Z,gh-824
Lord Mr. Ford (Buddha Remastered - 2000),Jerry Reed,RCA Country Legends: Jerry Reed,False,INDIFFERENT,3:20,200,cUcVUpGOejM,2024-03-30T01:03:28Z,gh-824
I Can't Stand It,The Velvet Underground,VU,False,INDIFFERENT,3:22,202,pFIEqCecMgM,2024-03-30T01:00:06Z,gh-824
The Golden Eel,Ween,The Mollusk,False,INDIFFERENT,4:04,244,rvLhmd0v7KQ,2024-03-30T00:56:02Z,gh-824
Heartbreaker (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:15,255,0hdQi2_HzAc,2024-03-30T00:51:47Z,gh-824
I'm Not in Love (2005 Remaster),Talking Heads,More Songs About Buildings and Food (Deluxe Version),False,INDIFFERENT,4:34,274,nOe8oz6ehnY,2024-03-30T00:47:13Z,gh-824
Sweet Emotion,Aerosmith,The Very Best Of Aerosmith,False,INDIFFERENT,3:13,193,oDfPlIPc-Kk,2024-03-30T00:44:00Z,gh-824
Cities,Talking Heads,Fear of Music,False,INDIFFERENT,4:11,251,hCWGUYsjGtY,2024-03-30T00:39:49Z,gh-824
Pinball Wizard,The Who,Tommy (Deluxe Edition),False,INDIFFERENT,3:01,181,3xZzGtDW2p4,2024-03-30T00:36:48Z,gh-824
Message In A Bottle,The Police,Reggatta De Blanc (Remastered 2003),False,INDIFFERENT,4:51,291,WMl1xKJeuuQ,2024-03-30T00:31:57Z,gh-824
La Grange (2005 Remaster),ZZ Top,The Very Baddest of... ZZ Top,False,INDIFFERENT,3:51,231,11REnCHqrQI,2024-03-30T00:28:06Z,gh-824
Immigrant Song (Remaster),Led Zeppelin,Led Zeppelin III (Remaster),False,INDIFFERENT,2:27,147,5eHkjPCGXKQ,2024-03-30T00:25:39Z,gh-824
The Antidote,"Ballarak, T78",The Antidote,False,INDIFFERENT,8:11,491,TBJF0lWmnHI,2024-03-30T00:17:28Z,gh-824
Phantom Pt. II,Justice,Cross,True,LIKE,3:21,201,Dn-WFH6tpCU,2024-03-30T00:14:07Z,gh-824
Statesboro Blues (Session Outtake Remix),The Allman Brothers Band,Idlewild South (Deluxe Edition Remastered),False,INDIFFERENT,4:11,251,w_KU2ZLhlYA,2024-03-30T00:09:56Z,gh-824
Life During Wartime,Talking Heads,Fear of Music,False,INDIFFERENT,3:42,222,alEjtNx0fTg,2024-03-30T00:06:14Z,gh-824
Godzilla,Blue Öyster Cult,Cult Classic,False,INDIFFERENT,3:42,222,eQRoDfQfS0s,2024-03-30T00:02:32Z,gh-824
Living Loving Maid (She's Just a Woman) (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,2:40,160,fSM9zc3SsuM,2024-03-29T23:59:52Z,gh-824
Take Me Away (Live),Ween,Live In Chicago,False,INDIFFERENT,3:03,183,6mPdBGd9pr8,2024-03-29T23:56:49Z,gh-824
Aces and Twos,The Devil Makes Three,Live at Red Rocks,False,INDIFFERENT,3:58,238,I4Gf1a0fsnk,2024-03-29T23:52:51Z,gh-824
Ticklish Warrior,Thee Oh Sees,A Weird Exits,False,INDIFFERENT,3:06,186,xvD423QRYXI,2024-03-29T23:49:45Z,gh-824
Black Dog (Remaster),Led Zeppelin,Led Zeppelin IV (Deluxe Edition),False,INDIFFERENT,4:56,296,XIiu0JI3I5g,2024-03-29T23:44:49Z,gh-824
The Grobe (Live),Ween,Live In Chicago,False,INDIFFERENT,3:18,198,sRP4im_30jo,2024-03-29T23:41:31Z,gh-824
Who's in Charge,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,4:56,296,bjEIW2Mox58,2024-03-29T23:36:35Z,gh-824
Spaga's Last Stand,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,3:55,235,QxnCAiz2zfM,2024-03-29T23:32:40Z,gh-824
Tourists (Rocket Ship),The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,5:12,312,Bskbar1cFGg,2024-03-29T23:27:28Z,gh-824
Freeze,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,4:55,295,LYBaAbyR60I,2024-03-29T23:22:33Z,gh-824
Times Square,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,4:40,280,3pXE9o0Ayho,2024-03-29T23:17:53Z,gh-824
Another Plan of Attack,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,6:34,394,okf45ErHkos,2024-03-29T23:11:19Z,gh-824
Twisted in the Road,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,4:36,276,4AAxjii_w40,2024-03-29T23:06:43Z,gh-824
The Wormhole,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,6:13,373,CXwCiSqCOig,2024-03-29T23:00:30Z,gh-824
Shocked!,The Disco Biscuits,Revolution in Motion,False,INDIFFERENT,3:51,231,L4X31OFMzNw,2024-03-29T22:56:39Z,gh-824
Mercy of the Sea,Hot Day at the Zoo,Zoograss,,INDIFFERENT,9:19,559,EbvkV-Wgs9A,2024-03-29T21:17:53Z,gh-823
"High Tide, Storm Rising",Skinshape,"High Tide, Storm Rising",False,INDIFFERENT,3:57,237,2t1EiWjHFt8,2024-03-29T21:13:56Z,gh-823
We're All In This Together,Old Crow Medicine Show,O.C.M.S.,,INDIFFERENT,4:50,290,qv9n9BHDnx0,2024-03-29T21:09:06Z,gh-823
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,False,INDIFFERENT,3:56,236,75r0nQu-hMs,2024-03-29T21:05:10Z,gh-823
Extents,SVLBRD,Extents,,INDIFFERENT,3:41,221,3O3SCBb5l7Y,2024-03-29T21:01:29Z,gh-823
Can You Get To That,Funkadelic,Maggot Brain,True,LIKE,2:50,170,yl3fIXaAXow,2024-03-29T20:58:39Z,gh-823
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,False,INDIFFERENT,4:53,293,pa2j0Bh83ms,2024-03-29T20:53:46Z,gh-823
I Gotta Get Drunk,The Devil Makes Three,Redemption & Ruin,False,INDIFFERENT,2:30,150,WcW6UGlGXow,2024-03-29T20:51:16Z,gh-823
Into the Woods,SVLBRD,Into the Woods,False,INDIFFERENT,3:11,191,pDh6H7_Cg2c,2024-03-29T20:48:05Z,gh-823
If You Want Me to Stay,Sly & The Family Stone,Fresh,True,LIKE,3:01,181,jkzWSL-gEO4,2024-03-29T20:45:04Z,gh-823
I Lost My Heart On the 542 (Tyler Material Studio Recordings),Lonnie Donegan,Lonnie Live! Rare Tapes from the Late Sixties,,LIKE,3:13,193,WmIVqnncvUs,2024-03-29T20:41:51Z,gh-823
Saturnine,Justice & Miguel,Saturnine,False,INDIFFERENT,3:22,202,EdeaMOgt3so,2024-03-29T20:38:29Z,gh-823
Kill The Pain,"Junior & The Classics, Magic Touch",Kill The Pain b/w Mix Up (A Go Go),False,INDIFFERENT,2:54,174,SBGjT2NkoNY,2024-03-29T20:35:35Z,gh-823
Stone To The Bone,James Brown,The Payback,True,INDIFFERENT,10:15,615,QON_23CPKQQ,2024-03-29T20:25:20Z,gh-823
Waiting Around to Die,The Devil Makes Three,Redemption & Ruin,False,INDIFFERENT,3:35,215,WZPo9QlYrKA,2024-03-29T20:21:45Z,gh-823
Gospel Plow,Hackensaw Boys,Look Out!,False,INDIFFERENT,2:55,175,ABQviQq-LPg,2024-03-29T20:18:50Z,gh-823
Down Along the Dixie Line,Punch Brothers,Ahoy!,,INDIFFERENT,2:49,169,ywr-3L4I4mw,2024-03-29T20:16:01Z,gh-823
PomPom Volcano,Arc De Soleil,Bocosaurus,,INDIFFERENT,2:44,164,l0pezb7rOQw,2024-03-29T20:13:17Z,gh-823
Refraction,SVLBRD,Refraction,False,INDIFFERENT,3:46,226,7qeBVaMtbO8,2024-03-29T20:09:31Z,gh-823
The Uptown Poker Club,Jerry Reed,The Uptown Poker Club,,LIKE,3:29,209,EKMHQIeUTxE,2024-03-29T20:06:02Z,gh-823
I Need Never Get Old,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,True,LIKE,4:14,254,-FWrwbHqu5w,2024-03-29T20:01:48Z,gh-823
James River Blues,Old Crow Medicine Show,Down Home Girl,,INDIFFERENT,3:07,187,AaRIkX1JfEY,2024-03-29T15:24:14Z,gh-821
The Hobo Song,Old & In The Way,Breakdown,False,INDIFFERENT,4:58,298,-wq8S7fw-JQ,2024-03-29T15:19:16Z,gh-821
Rosalee Mcfall,"David Grisman, Jerry Garcia, Tony Rice",The Pizza Tapes,,INDIFFERENT,3:13,193,xk1viGQkdtU,2024-03-29T15:16:03Z,gh-821
All Fall Down,John Hartford,Morning Bugle,False,INDIFFERENT,3:15,195,ZvP7jNl5pJk,2024-03-29T15:12:48Z,gh-821
Ragged But Right (Live) (feat. Jerry Garcia Acoustic Band),Jerry Garcia Acoustic Band,Ragged But Right,,INDIFFERENT,4:54,294,9x9SwPyjse0,2024-03-29T15:07:54Z,gh-821
Now You're Gone - The Self Righteous Brothers,"2.7K views, FrenzalRhombMusic",,,INDIFFERENT,2:16,136,YUDjvffd2jQ,2024-03-29T13:52:37Z,gh-820
Love On The Inside - Self Righteous Brothers,"1.3K views, FrenzalRhombMusic",,,INDIFFERENT,3:26,206,8w33rfYSuws,2024-03-29T13:49:11Z,gh-820
16 CARRIAGES,Beyoncé,COWBOY CARTER,False,INDIFFERENT,3:48,228,PEu1E3YlHZ8,2024-03-29T13:45:23Z,gh-820
BLACKBIIRD,"Beyoncé, Tanner Adell, Brittney Spencer, Tiera Kennedy, and Reyna Roberts",COWBOY CARTER,False,INDIFFERENT,2:12,132,FSfFwLwRQwY,2024-03-29T13:43:11Z,gh-820
AMERIICAN REQUIEM,Beyoncé,COWBOY CARTER,False,INDIFFERENT,5:26,326,aJMl-K7HcZk,2024-03-29T13:37:45Z,gh-820
Llama,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,6:20,380,H3dn3xfCISo,2024-03-29T06:24:56Z,gh-817
Possum,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,10:22,622,08NmxTiYh0Y,2024-03-29T06:14:34Z,gh-817
The Sloth,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,3:44,224,m7XQsyX_yqU,2024-03-29T06:10:50Z,gh-817
Foam,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,8:51,531,C2t-F-syWyM,2024-03-29T06:01:59Z,gh-817
Golgi Apparatus,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,5:19,319,nohSqwWegx4,2024-03-29T05:52:34Z,gh-816
AC/DC Bag,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,6:50,410,Tkrd2k0KgM4,2024-03-29T05:45:44Z,gh-816
Amazing Grace,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,3:21,201,K6vuBwEBCbU,2024-03-29T05:42:23Z,gh-816
Llama,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,6:20,380,H3dn3xfCISo,2024-03-29T05:36:03Z,gh-816
Hold Your Head Up/Love You/Hold Your Head Up,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,9:46,586,78ClBipvD5Q,2024-03-29T05:26:17Z,gh-816
My Sweet One,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,3:39,219,QqoBjSRNtpE,2024-03-29T05:22:38Z,gh-816
Blaze On,Phish,Big Boat,False,INDIFFERENT,4:21,261,aOAll21G9ss,2024-03-29T05:18:17Z,gh-816
Fee,Phish,At The Roxy (Atlanta ' 93),False,INDIFFERENT,5:12,312,-czIVVPScGo,2024-03-29T05:13:05Z,gh-816
Little Joe,Norman Blake,Slow Train Through Georgia,,LIKE,2:50,170,B_V4_ipuDCo,2024-03-29T05:10:15Z,gh-816
Cattle In The Cane,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,2:13,133,w5mKo0aZ0wY,2024-03-29T05:08:02Z,gh-816
The Streamlined Cannonball,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,5:00,300,DPomnzOxEhs,2024-03-29T05:03:02Z,gh-816
Nobody's Business,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,3:16,196,O8w68g5RoEA,2024-03-29T04:59:46Z,gh-816
Macon Rag,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,2:44,164,L3ModzIIXqw,2024-03-29T04:57:02Z,gh-816
Ginseng Sullivan,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,3:32,212,HJPGO88UDJg,2024-03-29T04:53:30Z,gh-816
Nashville Blues,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,3:48,228,Ec7eqf2IdUc,2024-03-29T04:49:42Z,gh-816
Bully Of The Town,Norman Blake,Slow Train Through Georgia,,LIKE,2:03,123,SPuk-wDOZmc,2024-03-29T04:47:39Z,gh-816
Done Gone,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,1:40,100,EdE2lWRDv9Y,2024-03-29T03:22:58Z,gh-815
Church St. Blues,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,2:54,174,zN9s810sAss,2024-03-29T03:20:04Z,gh-815
Randall Collins,Norman Blake,Slow Train Through Georgia,,INDIFFERENT,1:55,115,nHoBqt3S2R4,2024-03-29T03:18:09Z,gh-815
Kamera,Wilco,Yankee Hotel Foxtrot,False,INDIFFERENT,3:31,211,ZkkNds6iqog,2024-03-29T03:14:38Z,gh-815
Transitions,Ween,Shinola (Vol. 1),False,INDIFFERENT,3:46,226,Nvwbrgz6K7U,2024-03-29T03:10:52Z,gh-815
"Jesus, Etc. (The Unified Theory of Everything Version)",Wilco,Yankee Hotel Foxtrot (Deluxe Edition),,INDIFFERENT,3:53,233,U0LJ3UTvfgc,2024-03-29T03:06:59Z,gh-815
Casey Jones (2001 Remaster),Grateful Dead,The Very Best of the Grateful Dead,False,INDIFFERENT,4:26,266,1TkzjLu12HQ,2024-03-29T03:02:33Z,gh-815
"Jesus, Etc.",Wilco,Yankee Hotel Foxtrot,True,LIKE,3:52,232,USMsgVbf8Us,2024-03-29T02:58:41Z,gh-815
Fat Bottomed Girls,Queen,Jazz (Deluxe Remastered Version),False,INDIFFERENT,4:16,256,EN-Zyf1MGUs,2024-03-29T01:24:28Z,gh-814
Heartbreaker (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),False,INDIFFERENT,4:15,255,0hdQi2_HzAc,2024-03-29T01:20:13Z,gh-814
Run Like Hell,Pink Floyd,The Wall,False,INDIFFERENT,4:24,264,j2s8yGMEbSs,2024-03-29T01:15:49Z,gh-814
Falling Out,Ween,White Pepper,,INDIFFERENT,2:28,148,8o19PCXwm6c,2024-03-29T01:13:21Z,gh-814
Rock and Roll (Remaster),Led Zeppelin,Led Zeppelin IV (Deluxe Edition),False,INDIFFERENT,3:41,221,SRQ7-eSGBWc,2024-03-29T01:09:40Z,gh-814
Whole Lotta Love (Remaster),Led Zeppelin,Led Zeppelin II (Deluxe Edition),True,LIKE,5:35,335,0bcIjILqORM,2024-03-29T01:04:05Z,gh-814
Bobbie Sue,The Oak Ridge Boys,Bobbie Sue,False,INDIFFERENT,2:54,174,VtgUp-w0mdw,2024-03-29T01:01:11Z,gh-814
Extents,SVLBRD,Extents,,INDIFFERENT,3:41,221,3O3SCBb5l7Y,2024-03-29T00:57:30Z,gh-814
Voodoo Lady (Live),Ween,Live In Chicago,False,INDIFFERENT,7:30,450,Jv8tVadvl78,2024-03-29T00:50:00Z,gh-814
In the Perfect Darkness,SVLBRD,In the Perfect Darkness,False,INDIFFERENT,3:56,236,a7zV2rMn7zM,2024-03-29T00:46:04Z,gh-814
Up from the Dust,Tommy Guerrero,Sunshine Radio,,INDIFFERENT,3:51,231,A3C47AswmzQ,2024-03-29T00:42:13Z,gh-814
Flying Saucers,Corn Potato String Band,Good Job Everybody,,LIKE,2:16,136,oTnlZSWLw_M,2024-03-29T00:39:57Z,gh-814
I Gotta Get Drunk,The Devil Makes Three,Redemption & Ruin,False,INDIFFERENT,2:30,150,WcW6UGlGXow,2024-03-29T00:37:27Z,gh-814
Stay up Late (2005 Remaster),Talking Heads,Little Creatures (Deluxe Version),False,INDIFFERENT,3:43,223,Al0H0nK7Dao,2024-03-29T00:33:44Z,gh-814
Thrills,LCD Soundsystem,LCD Soundsystem,,INDIFFERENT,3:43,223,oOpf6_kpgLI,2024-03-29T00:30:01Z,gh-814
(Sittin' On) The Dock of the Bay (feat. J.D. Simo),Tommy Emmanuel,Accomplice One,,LIKE,4:52,292,-0WV0ccUXGU,2024-03-29T00:25:09Z,gh-814
Superstition,Stevie Wonder,Talking Book,False,INDIFFERENT,4:28,268,egqv1mtos6A,2024-03-29T00:20:41Z,gh-814
Rosemary,Sierra Ferrell,Trail Of Flowers,False,INDIFFERENT,3:37,217,DoYRPz8DA_U,2024-03-29T00:17:04Z,gh-814
Blues For Jimmy,Hot Day at the Zoo,Cool as Tuesday,,LIKE,4:40,280,MngMUOjMvTs,2024-03-29T00:12:24Z,gh-814
Gimme Shelter,The Rolling Stones,Let It Bleed,False,INDIFFERENT,4:31,271,EJRdDhnTRoo,2024-03-29T00:07:53Z,gh-814
One Night/All Night,"Justice, Tame Impala",One Night/All Night | Generator,False,INDIFFERENT,4:37,277,jN59SEJDSoc,2024-03-29T00:03:16Z,gh-814
Road Song,Ikebe Shakedown,The Beast / Road Song,True,LIKE,3:01,181,oUqknxyD8k4,2024-03-29T00:00:15Z,gh-814
Take on Me,a-ha,Hunting High and Low,False,INDIFFERENT,3:46,226,HzdD8kbDzZA,2024-03-28T23:56:29Z,gh-814
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,False,INDIFFERENT,4:53,293,pa2j0Bh83ms,2024-03-28T21:22:13Z,gh-813
Mommy What's a Record,Kerri Chandler,Mommy What's a Record,False,INDIFFERENT,7:45,465,SZIeBnmsrI0,2024-03-28T21:14:28Z,gh-813
Follow You To Virgie (OurVinyl Sessions),"OurVinyl, Tyler Childers",Tyler Childers | OurVinyl Sessions,False,INDIFFERENT,3:22,202,EUE7huATCv8,2024-03-28T21:11:06Z,gh-813
O Mera Dil (Auztin Pauers & Ezrael Remix),Raoul Konan,African Paradigm EP II,False,INDIFFERENT,5:53,353,FKihAfk_bRA,2024-03-28T21:05:13Z,gh-813
Concerto for Piano & Birds in Eb Minor,"Shpongle, Simon Posford",Flux & Contemplation - Portrait of an Artist in Isolation,,INDIFFERENT,2:35,155,EtCZAQH2roE,2024-03-28T21:02:38Z,gh-813
White Sands,Tommy Guerrero,Road to Knowhere,,INDIFFERENT,2:59,179,AAHjDgtYTiI,2024-03-28T20:59:39Z,gh-813
"High Tide, Storm Rising",Skinshape,"High Tide, Storm Rising",False,INDIFFERENT,3:57,237,2t1EiWjHFt8,2024-03-28T20:55:42Z,gh-813
Waiting Around to Die,The Devil Makes Three,Redemption & Ruin,False,INDIFFERENT,3:35,215,WZPo9QlYrKA,2024-03-28T20:52:07Z,gh-813
